head	rel	tail
13291831	_hypernym	13290676
7561112	_derivationally_related_form	10012484
740336	_also_see	550777
597385	_verb_group	1224744
9014979	_has_part	9236423
9063477	_instance_hypernym	8524735
279835	_derivationally_related_form	1850315
508952	_has_part	1245813
2247511	_hypernym	2246628
4982478	_derivationally_related_form	1815185
1127623	_hypernym	1127019
841580	_hypernym	826509
12258380	_hypernym	11565385
35189	_derivationally_related_form	1640855
1744657	_member_meronym	1746818
121865	_derivationally_related_form	9792555
552097	_hypernym	548326
13965274	_hypernym	13963970
2984104	_derivationally_related_form	10467395
4361095	_hypernym	4341686
7542675	_derivationally_related_form	1819387
6046692	_derivationally_related_form	9831411
2689730	_hypernym	2687916
223983	_derivationally_related_form	479176
237078	_derivationally_related_form	404642
7328	_hypernym	1740
2231661	_derivationally_related_form	7360647
10293332	_hypernym	10412055
2241621	_hypernym	2206619
12341126	_member_meronym	12344283
3795976	_hypernym	4009552
1240514	_derivationally_related_form	841091
1576165	_derivationally_related_form	8616050
11875100	_member_meronym	11878101
1313093	_member_meronym	1759182
8280124	_derivationally_related_form	9759069
3656484	_hypernym	3851341
13549672	_derivationally_related_form	69295
109081	_hypernym	108181
9050244	_member_meronym	9148970
739270	_derivationally_related_form	311663
11447851	_hypernym	11458624
14444326	_synset_domain_topic_of	6149484
5633385	_derivationally_related_form	1638368
321936	_synset_domain_topic_of	243918
6484	_has_part	5434927
6206800	_derivationally_related_form	2457233
1762283	_hypernym	1761706
2659358	_derivationally_related_form	3117939
13964466	_hypernym	13963970
12132502	_hypernym	12101870
728826	_synset_domain_topic_of	5664069
11599694	_hypernym	8103777
878348	_hypernym	804476
8801678	_has_part	8804487
2479896	_member_meronym	2480153
14042423	_has_part	14041256
56334	_derivationally_related_form	8101410
1502262	_member_meronym	1789064
2928413	_hypernym	3600977
2005756	_also_see	1977155
1884703	_hypernym	1864707
228535	_derivationally_related_form	2352019
2048514	_hypernym	1342529
1039330	_derivationally_related_form	6791372
343894	_synset_domain_topic_of	523513
4946553	_derivationally_related_form	2106006
13837840	_member_meronym	10405694
8620061	_hypernym	27167
12212810	_hypernym	8103777
9111168	_instance_hypernym	8524735
1219551	_derivationally_related_form	787660
1960459	_has_part	7786164
475787	_hypernym	471613
6000644	_hypernym	5999797
1754876	_hypernym	1753959
458754	_hypernym	115157
6808720	_hypernym	6808493
1854838	_hypernym	1854415
1351170	_hypernym	173338
6057539	_derivationally_related_form	9792237
841125	_derivationally_related_form	13763384
766234	_derivationally_related_form	2566528
1323338	_hypernym	1323958
8975106	_instance_hypernym	8700255
10225219	_derivationally_related_form	2501278
14562683	_derivationally_related_form	1369346
2399000	_has_part	2399424
1901783	_derivationally_related_form	7439284
1854223	_hypernym	1507175
9091909	_instance_hypernym	8524735
9206375	_instance_hypernym	9411430
2521241	_member_meronym	2521916
13722757	_hypernym	13716878
9491966	_hypernym	9483738
1582645	_derivationally_related_form	263813
2863750	_derivationally_related_form	375021
4560113	_hypernym	3508101
1241767	_derivationally_related_form	894738
11880791	_hypernym	11868814
11691523	_synset_domain_topic_of	6066555
3982430	_hypernym	3414162
6371413	_hypernym	6369829
4958634	_derivationally_related_form	404202
2023664	_hypernym	1507175
279835	_hypernym	191142
14036735	_hypernym	14036539
1096497	_derivationally_related_form	1191755
11480930	_hypernym	11480698
1189282	_synset_domain_topic_of	6539178
1266152	_hypernym	407535
10341955	_derivationally_related_form	292672
1874875	_verb_group	1902783
13220842	_member_meronym	13221383
2308741	_hypernym	2199590
13983147	_hypernym	24720
46522	_derivationally_related_form	1206218
6183899	_hypernym	5661996
2159271	_member_meronym	2272707
10057714	_derivationally_related_form	3287733
8975435	_instance_hypernym	8633957
8906952	_has_part	9241047
8969291	_has_part	9321694
1870043	_verb_group	1240720
2327200	_derivationally_related_form	10677271
4831031	_derivationally_related_form	1507402
1659248	_derivationally_related_form	3385117
2286204	_derivationally_related_form	27167
56334	_hypernym	55142
965871	_derivationally_related_form	6726158
4043411	_has_part	4043733
9545324	_hypernym	9504135
2728440	_derivationally_related_form	43683
1621555	_derivationally_related_form	923995
1521124	_derivationally_related_form	7443010
9477037	_derivationally_related_form	1672168
1588589	_hypernym	1507175
1001857	_hypernym	2471690
7305234	_derivationally_related_form	1797730
1609236	_hypernym	1507175
2658079	_hypernym	2657368
2210855	_derivationally_related_form	41899
2321046	_verb_group	2320374
5820620	_derivationally_related_form	1021128
9067277	_has_part	9407632
4407435	_hypernym	3953416
5662532	_hypernym	5661996
7405893	_hypernym	7311115
1158872	_derivationally_related_form	10743124
1685601	_verb_group	1654628
12694048	_member_meronym	12694193
1720773	_derivationally_related_form	7031752
11629501	_member_meronym	11632794
1621994	_hypernym	1507175
1832684	_hypernym	1507175
1968275	_derivationally_related_form	303849
2363818	_hypernym	1864707
2493666	_derivationally_related_form	7255401
1859586	_derivationally_related_form	7365849
8176077	_hypernym	8294696
10165448	_hypernym	9626589
89154	_derivationally_related_form	14283632
4678401	_hypernym	4677952
10498046	_derivationally_related_form	1888511
14688500	_hypernym	14662574
1854223	_member_meronym	1854415
352826	_derivationally_related_form	7291794
12738859	_hypernym	11565385
637259	_also_see	634906
1948077	_synset_domain_topic_of	523513
2171039	_hypernym	722232
5512337	_hypernym	5512139
759269	_also_see	894221
12671157	_member_meronym	12680125
8763500	_has_part	8763932
98770	_hypernym	2004874
2333546	_hypernym	2331046
8280124	_member_meronym	9759501
14526182	_derivationally_related_form	2730471
5868477	_derivationally_related_form	2735418
5857459	_hypernym	5855125
2475922	_derivationally_related_form	846462
1521912	_derivationally_related_form	4426788
13268146	_derivationally_related_form	2261888
14492373	_derivationally_related_form	1204803
39592	_derivationally_related_form	4635631
2306462	_hypernym	2320374
1522276	_also_see	435688
1978744	_hypernym	1759182
2545272	_derivationally_related_form	13343526
8266235	_derivationally_related_form	1745536
14485526	_derivationally_related_form	1009240
7372565	_derivationally_related_form	2507736
2046755	_derivationally_related_form	4578708
1311520	_has_part	1295373
237078	_derivationally_related_form	2448185
11590783	_hypernym	8107499
1601694	_hypernym	1525720
307631	_derivationally_related_form	2742232
8877807	_instance_hypernym	8524735
5238282	_has_part	13905792
7801091	_derivationally_related_form	1576478
1383638	_hypernym	4475
127286	_derivationally_related_form	1140654
119568	_hypernym	45250
10413834	_derivationally_related_form	1743217
8853741	_has_part	8855126
10097842	_hypernym	9815790
10487182	_derivationally_related_form	1321002
2265560	_hypernym	2265231
8018666	_instance_hypernym	8392137
25203	_hypernym	19448
1305551	_instance_hypernym	973077
1625747	_member_meronym	1639369
6776138	_derivationally_related_form	1264336
8182716	_derivationally_related_form	2064131
1450081	_hypernym	1342529
1153548	_hypernym	1123598
2695895	_hypernym	2694933
1073995	_derivationally_related_form	2451912
1744657	_member_meronym	1750027
851933	_derivationally_related_form	5734381
7177924	_hypernym	6770275
1810447	_hypernym	1808374
634276	_derivationally_related_form	736216
1016316	_derivationally_related_form	9775663
11714618	_member_meronym	11715207
1906749	_derivationally_related_form	1383646
9476521	_hypernym	9190918
2018049	_hypernym	2016523
5840188	_hypernym	5839024
12660009	_member_meronym	12663554
2402425	_has_part	7663592
6286395	_has_part	6308049
1364357	_synset_domain_topic_of	243918
5723563	_derivationally_related_form	2121188
644583	_derivationally_related_form	2708711
4216963	_hypernym	3852280
1368192	_also_see	364479
13867641	_hypernym	13863771
10541229	_derivationally_related_form	715868
315986	_derivationally_related_form	2077656
10696251	_derivationally_related_form	5643190
1313093	_member_meronym	1908287
2440705	_member_meronym	2446888
2159271	_member_meronym	2261883
4051549	_hypernym	3566329
2475922	_derivationally_related_form	7169480
10339966	_synset_domain_topic_of	7020895
2585489	_derivationally_related_form	10716005
1215902	_hypernym	407535
9614684	_derivationally_related_form	829378
1855032	_hypernym	1854415
167824	_hypernym	2623906
5618056	_derivationally_related_form	2898750
2764765	_synset_domain_topic_of	9239740
4576211	_hypernym	3094503
9048880	_has_part	9137032
8157672	_hypernym	8153437
3082979	_has_part	3020034
1111016	_derivationally_related_form	1085937
696189	_derivationally_related_form	5747582
409211	_derivationally_related_form	1224744
66025	_derivationally_related_form	7211950
10231515	_hypernym	10628644
3028079	_hypernym	3953416
2600948	_verb_group	2608823
114615	_derivationally_related_form	7595180
12377809	_member_meronym	12379278
1930	_hypernym	1740
1911511	_member_meronym	1911839
283568	_hypernym	283127
5220126	_hypernym	5219561
1155687	_derivationally_related_form	9851876
5651399	_derivationally_related_form	610010
800940	_derivationally_related_form	265386
1556346	_derivationally_related_form	391086
1775164	_derivationally_related_form	7543288
2055280	_hypernym	1342529
1457206	_derivationally_related_form	13907415
893955	_hypernym	407535
262249	_derivationally_related_form	1675963
946105	_derivationally_related_form	1011166
2354470	_hypernym	1864707
2022135	_hypernym	1342529
213353	_synset_domain_topic_of	243918
841901	_derivationally_related_form	1195299
1411085	_derivationally_related_form	4577769
13538314	_has_part	13496517
807273	_derivationally_related_form	2437905
12671157	_hypernym	11566230
6498569	_has_part	6838437
7495551	_derivationally_related_form	1794363
2378950	_hypernym	339934
11630351	_hypernym	11554175
5781145	_hypernym	5774614
3436990	_hypernym	3532342
11651259	_member_meronym	11657314
338071	_hypernym	334186
6461077	_has_part	6437308
841125	_derivationally_related_form	355919
10008716	_derivationally_related_form	1564144
1623284	_hypernym	1507175
5275905	_has_part	5235607
12711984	_hypernym	12707781
8552138	_derivationally_related_form	2512150
2375131	_derivationally_related_form	431552
6425065	_hypernym	6885389
3997484	_hypernym	3699975
1592072	_derivationally_related_form	115500
9206985	_derivationally_related_form	1974062
941974	_derivationally_related_form	1311103
6608143	_hypernym	6607339
280586	_hypernym	191142
188466	_hypernym	187526
12976985	_hypernym	8220891
4196803	_synset_domain_topic_of	8061042
2348036	_hypernym	1864707
1392237	_also_see	1548718
1521602	_hypernym	1507175
540701	_hypernym	539121
11665372	_derivationally_related_form	2623529
808855	_hypernym	964694
2291548	_hypernym	2291708
2187693	_derivationally_related_form	7376257
3240140	_has_part	3273061
13930385	_derivationally_related_form	234217
1672753	_verb_group	1672490
1782432	_hypernym	1804961
3033362	_has_part	3024518
6753800	_hypernym	6753299
5781347	_hypernym	5774614
681429	_derivationally_related_form	3735637
4612722	_derivationally_related_form	2291708
2219486	_hypernym	2206270
3876519	_derivationally_related_form	1688256
2282506	_derivationally_related_form	4329190
1136614	_derivationally_related_form	2746365
1730812	_hypernym	1727646
6498569	_hypernym	6497459
14313661	_hypernym	14313440
2087745	_hypernym	1850315
6256229	_hypernym	6255777
847478	_derivationally_related_form	14439745
2539359	_derivationally_related_form	52374
11529603	_synset_domain_topic_of	6066555
1158872	_derivationally_related_form	10741590
1657828	_hypernym	1656788
11621029	_hypernym	11620673
1067002	_derivationally_related_form	840363
8040257	_instance_hypernym	8392137
2662297	_derivationally_related_form	2504131
9198574	_instance_hypernym	9376198
1467370	_derivationally_related_form	2875013
1313093	_member_meronym	1908415
3544360	_hypernym	3259505
739270	_derivationally_related_form	614999
1168468	_hypernym	1156834
2658283	_derivationally_related_form	141806
741685	_derivationally_related_form	809654
1859586	_derivationally_related_form	14010927
4682184	_hypernym	4682462
2395244	_hypernym	1864707
5717747	_hypernym	5715283
813044	_derivationally_related_form	7142365
7262704	_derivationally_related_form	2159890
5971086	_derivationally_related_form	10080508
5511061	_has_part	5513020
451838	_derivationally_related_form	14868243
709205	_hypernym	754942
2159271	_member_meronym	2260183
114837	_derivationally_related_form	3099945
5779371	_hypernym	5773923
1071411	_derivationally_related_form	1507134
2222718	_member_meronym	2225231
8279298	_derivationally_related_form	9759069
1963942	_also_see	1923414
2339413	_derivationally_related_form	3859958
1901783	_derivationally_related_form	7345593
962129	_hypernym	958896
2151625	_hypernym	5297523
6761603	_derivationally_related_form	809654
708017	_derivationally_related_form	1369758
7405893	_derivationally_related_form	2067689
11534434	_hypernym	8220891
746479	_derivationally_related_form	7330007
2195951	_derivationally_related_form	7859284
923793	_derivationally_related_form	7231048
2244956	_also_see	2260362
831651	_derivationally_related_form	10786033
1980993	_hypernym	1759182
2593001	_derivationally_related_form	753685
13549672	_derivationally_related_form	104868
2695895	_derivationally_related_form	5075602
545557	_verb_group	94460
10480730	_hypernym	9759069
14138691	_derivationally_related_form	2771320
13135832	_derivationally_related_form	179718
13282550	_derivationally_related_form	2253456
2427726	_hypernym	2386388
1974916	_hypernym	1974062
1481599	_member_meronym	1496037
2650552	_derivationally_related_form	10523519
1431230	_hypernym	1206218
7009946	_derivationally_related_form	1756719
2188848	_hypernym	2189714
10191943	_derivationally_related_form	4650201
10016103	_derivationally_related_form	2638845
815801	_hypernym	815320
4606574	_hypernym	3489162
8060446	_hypernym	8061042
617989	_derivationally_related_form	1233993
1317064	_hypernym	1315613
2125409	_derivationally_related_form	2648639
8959683	_member_of_domain_region	8020242
2012715	_member_meronym	2013034
8111027	_hypernym	8110373
6608728	_hypernym	6607339
69879	_derivationally_related_form	7313636
8500433	_hypernym	27167
332154	_derivationally_related_form	14997012
4906471	_hypernym	4906273
13864153	_hypernym	13860793
2736778	_derivationally_related_form	900726
1080691	_derivationally_related_form	556313
1582645	_derivationally_related_form	8612786
1129532	_derivationally_related_form	908351
8242799	_hypernym	8189659
1392237	_derivationally_related_form	4593866
7255299	_hypernym	7255174
458276	_derivationally_related_form	5402091
8271042	_synset_domain_topic_of	6095022
13862780	_hypernym	27807
4846770	_derivationally_related_form	1548193
1625747	_hypernym	8103777
8184600	_derivationally_related_form	2064131
9369169	_hypernym	19128
2400139	_member_meronym	2401661
2422860	_hypernym	1864707
10665698	_derivationally_related_form	2387486
171586	_derivationally_related_form	264366
1533442	_verb_group	1532434
291873	_derivationally_related_form	5018103
369194	_hypernym	2469835
2458943	_hypernym	782057
15285279	_synset_domain_topic_of	6271778
1565472	_hypernym	1564144
544549	_derivationally_related_form	373544
2027612	_hypernym	2428924
2510446	_derivationally_related_form	2566528
8801678	_has_part	8808614
8340153	_member_meronym	8194546
316594	_derivationally_related_form	1974062
8871007	_has_part	8877208
685638	_also_see	1989669
5305614	_hypernym	5297523
895304	_derivationally_related_form	1212519
1230555	_derivationally_related_form	334935
6031248	_derivationally_related_form	2658979
849982	_derivationally_related_form	55142
12600888	_member_meronym	12601494
6599655	_hypernym	6598915
5287882	_hypernym	5267548
2669885	_derivationally_related_form	9759501
1625747	_member_meronym	1655577
14705718	_derivationally_related_form	1353405
896141	_derivationally_related_form	6740183
9371360	_instance_hypernym	9411430
13023783	_member_meronym	13028337
5713737	_derivationally_related_form	2125641
1601234	_verb_group	1432601
12637729	_member_meronym	12648045
1360330	_hypernym	1342529
1543272	_hypernym	1507175
775286	_derivationally_related_form	1215421
9089782	_instance_hypernym	8524735
3351434	_member_meronym	4278605
1638611	_hypernym	1626600
2200341	_hypernym	2199590
4706290	_hypernym	4706087
1118449	_derivationally_related_form	9821253
7193596	_derivationally_related_form	788184
52548	_derivationally_related_form	7436986
15258694	_synset_domain_topic_of	476389
2479896	_member_meronym	2480673
9466280	_hypernym	19128
4321534	_derivationally_related_form	10658304
4208210	_hypernym	3489162
7578879	_hypernym	13760316
831191	_hypernym	13440063
10069296	_synset_domain_topic_of	7020895
199707	_hypernym	191142
2127613	_verb_group	1210352
9870208	_derivationally_related_form	1419982
7073208	_derivationally_related_form	978549
5802730	_hypernym	5802185
1362736	_hypernym	1264283
160532	_derivationally_related_form	1428578
14483917	_derivationally_related_form	2594102
463234	_derivationally_related_form	6716796
11641788	_hypernym	11554175
13250244	_hypernym	13246475
9183693	_derivationally_related_form	10065066
2354950	_member_meronym	2348405
6252743	_hypernym	6252138
9805475	_derivationally_related_form	1639714
2308552	_hypernym	2320374
1800759	_member_meronym	1801753
965895	_derivationally_related_form	2344568
10231087	_derivationally_related_form	1323958
1705494	_hypernym	1617192
2106506	_derivationally_related_form	9626589
10633450	_derivationally_related_form	2128653
1113068	_derivationally_related_form	2260362
5560787	_has_part	5594037
7086518	_derivationally_related_form	1880673
11651259	_member_meronym	11654124
2155493	_hypernym	2154508
464962	_derivationally_related_form	6608977
122954	_derivationally_related_form	1134781
1407465	_hypernym	8103777
740712	_derivationally_related_form	809654
1579260	_hypernym	1578575
1747285	_hypernym	1746359
1802689	_derivationally_related_form	10716005
4055180	_derivationally_related_form	2072673
9278537	_derivationally_related_form	335366
567685	_synset_domain_topic_of	482298
8900535	_has_part	9458587
2367363	_derivationally_related_form	165942
2159271	_member_meronym	2188065
5790572	_derivationally_related_form	2502916
5521636	_has_part	5513020
8679972	_hypernym	8616311
8208560	_hypernym	8189659
121046	_hypernym	109660
10100124	_derivationally_related_form	1998432
1963795	_synset_domain_topic_of	523513
1533169	_hypernym	1507175
5725269	_hypernym	5724694
4401088	_hypernym	3278248
1119169	_derivationally_related_form	9821253
835267	_derivationally_related_form	4227
4522421	_hypernym	9190918
7420770	_derivationally_related_form	258857
709625	_derivationally_related_form	928077
4166553	_hypernym	3248958
2584475	_hypernym	2584097
4683814	_derivationally_related_form	9845999
2022135	_member_meronym	2025530
1587148	_hypernym	1507175
1033189	_derivationally_related_form	6762711
1408760	_derivationally_related_form	478647
183505	_hypernym	161243
13962166	_derivationally_related_form	2618149
15175202	_has_part	15175640
1051331	_derivationally_related_form	1494310
6235829	_hypernym	6234825
15265518	_derivationally_related_form	1650610
4892084	_derivationally_related_form	648977
388392	_derivationally_related_form	329244
8932568	_has_part	8933437
1933834	_hypernym	1921887
8969948	_instance_hypernym	8665504
8906952	_has_part	9323221
2103481	_derivationally_related_form	5652926
1593614	_derivationally_related_form	9379111
2650552	_derivationally_related_form	1053920
2447896	_hypernym	1864707
47945	_derivationally_related_form	2742322
1933305	_derivationally_related_form	10433452
1631903	_hypernym	1626600
1226240	_also_see	1222360
543233	_synset_domain_topic_of	7020895
751529	_hypernym	751145
9048880	_has_part	9147964
2075727	_member_meronym	2076535
64095	_derivationally_related_form	354884
7317764	_hypernym	7283608
8921392	_instance_hypernym	9316454
7553741	_derivationally_related_form	506299
2469274	_hypernym	2467662
11447851	_derivationally_related_form	1902783
1302086	_has_part	1276436
9543154	_synset_domain_topic_of	6232880
13135832	_hypernym	13134947
2970685	_hypernym	4161358
12995724	_member_meronym	12996068
4829550	_derivationally_related_form	506299
11599694	_member_meronym	11600139
1112420	_hypernym	1090446
758459	_derivationally_related_form	4842029
3244388	_derivationally_related_form	1930117
307785	_hypernym	226566
719231	_derivationally_related_form	13932421
267522	_hypernym	266806
1158872	_derivationally_related_form	5148699
2159271	_member_meronym	2273545
8799462	_instance_hypernym	8524735
7628870	_hypernym	7622061
1407065	_hypernym	8221348
434374	_hypernym	109660
4154152	_hypernym	4011827
1588172	_member_meronym	1588858
1916738	_hypernym	1342529
1146793	_hypernym	1072949
2169352	_derivationally_related_form	6767035
13621418	_hypernym	13615557
6763681	_derivationally_related_form	1705257
1409940	_hypernym	1342529
1626420	_hypernym	1656788
1172114	_derivationally_related_form	10712690
558061	_derivationally_related_form	15274441
1279631	_hypernym	1280014
1453852	_hypernym	1342529
956687	_derivationally_related_form	5849284
1172275	_derivationally_related_form	10037385
1076793	_also_see	561036
1395493	_hypernym	1395049
3966751	_hypernym	3481172
6252954	_derivationally_related_form	2296153
3322099	_derivationally_related_form	1739814
1014990	_derivationally_related_form	158804
7356489	_derivationally_related_form	271711
575741	_hypernym	407535
357332	_hypernym	231557
9385137	_derivationally_related_form	144314
13440779	_hypernym	13572436
6524935	_hypernym	6770275
2246284	_member_meronym	2246628
6647206	_derivationally_related_form	612042
7374756	_derivationally_related_form	184117
3055809	_derivationally_related_form	612042
7570720	_derivationally_related_form	10012484
15146545	_hypernym	15290337
10722385	_derivationally_related_form	602805
9762509	_derivationally_related_form	2522581
1591910	_hypernym	1507175
1406512	_derivationally_related_form	129089
11818945	_member_meronym	11819354
1316619	_hypernym	1315613
8245802	_hypernym	8246302
8111419	_derivationally_related_form	2699141
14180327	_derivationally_related_form	2121188
2729023	_derivationally_related_form	10162991
155143	_derivationally_related_form	7370410
2219094	_hypernym	2199590
163779	_derivationally_related_form	2396205
2575082	_hypernym	2574205
9066948	_instance_hypernym	9316454
327145	_synset_domain_topic_of	243918
6685198	_derivationally_related_form	2296153
3548626	_hypernym	4341686
6987124	_hypernym	6989146
5714466	_derivationally_related_form	43480
1598432	_member_meronym	1598588
7345166	_hypernym	7345593
2520509	_derivationally_related_form	13292787
1728355	_derivationally_related_form	7031752
8856266	_instance_hypernym	8524735
2464866	_hypernym	2478701
1158872	_derivationally_related_form	947128
1706889	_synset_domain_topic_of	7020895
336260	_hypernym	109660
8408709	_synset_domain_topic_of	973077
5756203	_derivationally_related_form	349951
10178216	_derivationally_related_form	1236164
2323286	_synset_domain_topic_of	1090446
136800	_hypernym	146138
918872	_verb_group	920336
8903352	_instance_hypernym	8524735
4636397	_hypernym	4635631
6523	_hypernym	4227
2389346	_verb_group	2389592
3910033	_hypernym	2716866
5822612	_hypernym	5821775
363493	_derivationally_related_form	15271008
1891817	_derivationally_related_form	115500
5780885	_hypernym	5774614
1624169	_derivationally_related_form	3699975
10562968	_synset_domain_topic_of	523513
8677628	_hypernym	8645963
2456147	_hypernym	1864707
1724055	_hypernym	1342529
4473432	_derivationally_related_form	1853696
409211	_hypernym	407535
1347199	_hypernym	8106934
1249724	_also_see	1548718
1504298	_hypernym	1380638
205046	_derivationally_related_form	261029
1613909	_hypernym	1507175
2743727	_derivationally_related_form	329227
9957834	_hypernym	10018021
2543181	_hypernym	797430
13980288	_hypernym	24720
5845140	_derivationally_related_form	1654628
10165448	_derivationally_related_form	2169891
2303331	_hypernym	2228031
10224578	_hypernym	10794014
2256365	_member_meronym	2256656
2454939	_hypernym	2456031
8956140	_instance_hypernym	8524735
1885032	_hypernym	1864707
8065234	_synset_domain_topic_of	923444
207418	_hypernym	205885
8492546	_hypernym	8616311
1845627	_member_meronym	1858989
8011523	_instance_hypernym	8392137
12977296	_member_meronym	12983217
1277974	_hypernym	356258
9067277	_has_part	9068107
8173515	_member_meronym	8888676
10079893	_hypernym	10531227
2641825	_member_meronym	2646377
11667112	_hypernym	8103777
11604698	_hypernym	8103777
8855763	_instance_hypernym	8524735
8900535	_has_part	8904858
1024190	_derivationally_related_form	7230502
11525955	_hypernym	11524662
9060768	_has_part	9326467
2641298	_hypernym	2641035
1313093	_member_meronym	1940488
1448100	_hypernym	1850315
15256915	_derivationally_related_form	1072949
1871979	_derivationally_related_form	11498203
14894140	_hypernym	14727670
1390616	_derivationally_related_form	113113
2417504	_derivationally_related_form	10197967
922144	_derivationally_related_form	1628197
3132879	_derivationally_related_form	1672490
2045024	_member_meronym	2047835
212414	_derivationally_related_form	7642471
9303647	_has_part	9323221
1091427	_derivationally_related_form	1169744
2148369	_derivationally_related_form	1049685
11827348	_hypernym	11573660
95377	_hypernym	94460
8801678	_has_part	8945277
1166517	_synset_domain_topic_of	482298
291873	_derivationally_related_form	11473954
8176077	_member_meronym	9030752
8921392	_has_part	8925700
13733402	_hypernym	13728499
2913152	_has_part	4546855
3084759	_derivationally_related_form	8967329
11604698	_member_meronym	11604904
10213652	_hypernym	9631129
881649	_derivationally_related_form	2150948
2652335	_hypernym	1342529
8402442	_derivationally_related_form	2395395
784533	_derivationally_related_form	2467662
6277280	_derivationally_related_form	969506
9439433	_member_meronym	9355623
5832264	_derivationally_related_form	1765908
547493	_derivationally_related_form	9543353
2091165	_derivationally_related_form	15280497
714884	_derivationally_related_form	9997404
5722427	_hypernym	5708432
53341	_verb_group	53159
7193958	_derivationally_related_form	788184
712225	_derivationally_related_form	1363648
7193958	_derivationally_related_form	788564
12794135	_hypernym	12793015
2490090	_derivationally_related_form	13965049
5594822	_hypernym	5585665
13793504	_derivationally_related_form	2677097
2285359	_hypernym	1759182
833702	_hypernym	829107
13281275	_hypernym	13278375
7518468	_derivationally_related_form	1789270
