head	rel	tail
927049	_derivationally_related_form	6782680
8701942	_has_part	8788887
56688	_derivationally_related_form	1994442
1809655	_similar_to	1811172
13546416	_hypernym	13459322
3848348	_hypernym	3489162
7330560	_hypernym	7330007
13479034	_hypernym	13532886
802318	_derivationally_related_form	1139194
13892897	_derivationally_related_form	2037090
9070233	_instance_hypernym	8695539
9851876	_derivationally_related_form	1139104
770997	_synset_domain_topic_of	523513
2288473	_member_meronym	2289845
2699141	_hypernym	836236
1720496	_hypernym	8221348
1583494	_derivationally_related_form	1149480
407535	_hypernym	30358
15161872	_synset_domain_topic_of	6232880
10383237	_derivationally_related_form	1463963
7335917	_hypernym	7335716
12021499	_has_part	7817599
2046572	_hypernym	1907258
1837744	_derivationally_related_form	4821451
71178	_derivationally_related_form	10716005
14894481	_hypernym	14991927
4702127	_hypernym	4701460
1261018	_derivationally_related_form	1262574
1275762	_verb_group	1551195
914632	_derivationally_related_form	2291708
10637635	_hypernym	10693824
889831	_derivationally_related_form	9626238
158804	_hypernym	156601
376400	_derivationally_related_form	1369758
11542341	_member_meronym	11542640
121678	_derivationally_related_form	7443761
4392764	_hypernym	3738472
11900058	_member_meronym	11900986
1639369	_member_meronym	1645093
1804961	_hypernym	720063
7232655	_derivationally_related_form	939857
1986367	_member_meronym	1987228
8929922	_member_of_domain_region	1293167
2739121	_hypernym	2651193
8027518	_instance_hypernym	8392137
3102859	_hypernym	3738472
2614181	_derivationally_related_form	4475
10603528	_hypernym	9614047
1270589	_hypernym	1269008
1560511	_hypernym	1507175
194534	_derivationally_related_form	394803
6255777	_hypernym	14974264
9710164	_derivationally_related_form	3016202
596393	_derivationally_related_form	10464542
3894379	_derivationally_related_form	2467662
11132462	_instance_hypernym	10467395
3314608	_hypernym	4014297
1489989	_derivationally_related_form	10655169
1310660	_derivationally_related_form	8550076
14599641	_derivationally_related_form	264875
1502762	_hypernym	1301410
5926676	_derivationally_related_form	836236
1732172	_derivationally_related_form	100543
3488188	_hypernym	4140064
1332205	_derivationally_related_form	10404998
1250474	_synset_domain_topic_of	243918
6845599	_member_of_domain_usage	4441282
520257	_hypernym	429048
2186153	_hypernym	1385330
836236	_derivationally_related_form	5926676
4472243	_has_part	3054901
1308438	_has_part	1288057
12171966	_has_part	12172364
1636221	_hypernym	1636397
1423757	_hypernym	1342529
4862236	_hypernym	4862005
7461050	_hypernym	450700
4871720	_hypernym	4871374
1389776	_derivationally_related_form	320852
10240921	_hypernym	10776339
140264	_synset_domain_topic_of	471613
3699975	_derivationally_related_form	10279018
9112282	_member_of_domain_region	1288272
10596689	_derivationally_related_form	311809
2646931	_derivationally_related_form	14442530
2185167	_hypernym	2183857
12100538	_member_meronym	12117507
10777299	_hypernym	10630188
1079604	_hypernym	1077350
11088059	_instance_hypernym	10467395
334803	_derivationally_related_form	7443010
5725527	_derivationally_related_form	2333358
14207809	_hypernym	14204950
6177033	_derivationally_related_form	10426454
4902925	_hypernym	4901326
185778	_derivationally_related_form	3029573
2411705	_has_part	2439568
353639	_hypernym	2431320
1791535	_hypernym	1762528
1349735	_hypernym	1348530
928077	_derivationally_related_form	1639714
2025530	_member_meronym	2032646
13028337	_member_meronym	13029946
10084635	_derivationally_related_form	800421
43195	_derivationally_related_form	721437
8818247	_instance_hypernym	8524735
2064887	_hypernym	1907258
1189650	_hypernym	1187810
234217	_hypernym	233335
8963369	_instance_hypernym	8700255
10351625	_derivationally_related_form	616153
1383511	_hypernym	1380638
9093608	_has_part	9452017
6981498	_hypernym	6979014
2001461	_derivationally_related_form	10689104
9190918	_derivationally_related_form	14007546
2737187	_derivationally_related_form	8508105
8543081	_hypernym	8523483
199309	_derivationally_related_form	5849284
265386	_hypernym	205885
129089	_derivationally_related_form	1966861
1402169	_member_meronym	1402831
1864038	_hypernym	1843055
5640184	_hypernym	5637558
9881748	_derivationally_related_form	1138204
7220773	_hypernym	7217924
13307784	_hypernym	13306870
1482958	_derivationally_related_form	4210390
10348526	_hypernym	9861395
3717750	_hypernym	3944672
40325	_synset_domain_topic_of	9470550
1794813	_member_meronym	1797767
697062	_derivationally_related_form	9822955
2874876	_derivationally_related_form	6214744
11415084	_synset_domain_topic_of	6095022
9626238	_derivationally_related_form	2672187
1588858	_hypernym	1507175
11473954	_hypernym	11421401
1020934	_hypernym	1020356
2242942	_hypernym	1759182
2722997	_hypernym	2722458
2343595	_hypernym	2316304
2205896	_hypernym	1342529
7365849	_derivationally_related_form	2559752
2731629	_has_part	3868863
5818741	_derivationally_related_form	2154508
706243	_derivationally_related_form	10484526
14868243	_hypernym	14580897
1191975	_derivationally_related_form	971999
1729133	_hypernym	1657723
12933827	_member_meronym	12934036
10423589	_hypernym	10557854
1048912	_derivationally_related_form	2146790
212049	_derivationally_related_form	7642471
616153	_derivationally_related_form	418615
5393230	_has_part	5392562
2251743	_also_see	2352019
1452496	_hypernym	1342529
2654686	_derivationally_related_form	7996412
9144851	_instance_hypernym	8633957
1054186	_derivationally_related_form	7129202
10744164	_hypernym	9626031
3216828	_derivationally_related_form	1305731
1629589	_also_see	2522864
465762	_derivationally_related_form	14291561
1589582	_hypernym	1507175
400101	_similar_to	394562
197744	_derivationally_related_form	11683556
8805386	_instance_hypernym	8524735
1140794	_hypernym	1439190
2331479	_member_meronym	2334849
8913434	_has_part	8919475
13575433	_hypernym	13446390
8970318	_instance_hypernym	8524735
1042531	_derivationally_related_form	868523
483146	_derivationally_related_form	1090446
5854812	_derivationally_related_form	829107
661824	_verb_group	662182
2053859	_hypernym	1507175
5246215	_hypernym	5249636
10900730	_instance_hypernym	10794014
6634239	_hypernym	6628861
147187	_hypernym	145218
13306870	_derivationally_related_form	2320374
2713852	_derivationally_related_form	11498203
2590237	_member_meronym	2591493
3864356	_hypernym	4008947
10161047	_derivationally_related_form	3496296
2869097	_derivationally_related_form	5721990
13814041	_derivationally_related_form	10332385
12767648	_hypernym	13100156
7094093	_hypernym	7093895
5249636	_derivationally_related_form	2744651
11224877	_derivationally_related_form	364629
1996735	_derivationally_related_form	290579
11869689	_hypernym	11869351
1748273	_hypernym	1747945
2142993	_hypernym	1864707
582868	_hypernym	407535
8714966	_instance_hypernym	8633957
5891783	_derivationally_related_form	633443
161044	_derivationally_related_form	781652
6178042	_derivationally_related_form	2949931
12423565	_member_meronym	12455787
13134947	_derivationally_related_form	56188
9716047	_hypernym	9686536
9130076	_has_part	9473808
1369758	_derivationally_related_form	376400
13468306	_derivationally_related_form	475183
2717701	_hypernym	2717472
976270	_hypernym	556313
2131942	_hypernym	1864707
1266895	_derivationally_related_form	10118382
12100538	_member_meronym	12125782
63095	_verb_group	60185
2704153	_hypernym	4320126
1236173	_hypernym	958896
3169390	_derivationally_related_form	1675963
9064264	_instance_hypernym	8633957
7377682	_derivationally_related_form	1046059
2194286	_derivationally_related_form	882702
3520811	_derivationally_related_form	1763813
8564307	_has_part	9082540
227165	_derivationally_related_form	6321054
3788195	_hypernym	3953416
13192025	_member_meronym	13194328
456596	_hypernym	150287
14461231	_hypernym	14460974
8805122	_has_part	8805565
1140654	_synset_domain_topic_of	471613
8524021	_hypernym	8523483
14688234	_hypernym	14662574
550341	_hypernym	548326
1752884	_derivationally_related_form	11415842
4007239	_hypernym	3713736
7503430	_hypernym	7503260
2288473	_hypernym	1759182
6644393	_hypernym	6424275
309647	_hypernym	306426
190999	_derivationally_related_form	14841267
4371563	_hypernym	3419014
1635432	_derivationally_related_form	5928118
6295235	_member_of_domain_usage	9212572
1669883	_hypernym	1656813
13968547	_hypernym	24720
1483188	_member_meronym	1484717
5365633	_hypernym	5475134
375071	_derivationally_related_form	244625
9730204	_hypernym	9686536
1744111	_derivationally_related_form	5710210
1774595	_hypernym	1759182
1127019	_hypernym	1123598
2473688	_hypernym	2473431
2245592	_member_meronym	2256010
7351612	_hypernym	7309781
2525312	_derivationally_related_form	189565
12327209	_member_meronym	12327718
13763384	_hypernym	13760316
645415	_derivationally_related_form	6066555
10326087	_hypernym	9624559
8233056	_derivationally_related_form	2435867
998604	_hypernym	996969
3099945	_derivationally_related_form	115157
2110220	_derivationally_related_form	7285403
8728595	_instance_hypernym	8524735
328502	_derivationally_related_form	1886728
1743217	_derivationally_related_form	1796582
4060065	_hypernym	2974219
385791	_derivationally_related_form	2467662
1188537	_hypernym	1187810
10443170	_synset_domain_topic_of	973077
1673668	_member_meronym	1687441
8929922	_has_part	8935212
4930307	_derivationally_related_form	2659763
995103	_hypernym	1020356
425278	_derivationally_related_form	1765908
12117507	_member_meronym	12117912
349951	_hypernym	2647497
2553196	_member_meronym	2623170
6599788	_hypernym	6598915
268557	_hypernym	266806
3352628	_hypernym	3819994
5014099	_derivationally_related_form	328128
9002814	_instance_hypernym	8557482
15204983	_has_part	15203791
6453324	_has_part	6438477
1575146	_derivationally_related_form	4050410
3882611	_hypernym	3882058
1426397	_derivationally_related_form	10114550
364629	_derivationally_related_form	11224877
8196024	_member_meronym	8195797
2196214	_synset_domain_topic_of	243918
5028159	_derivationally_related_form	2645597
7683786	_hypernym	7679356
4841358	_derivationally_related_form	691312
1665761	_hypernym	1656813
1797767	_hypernym	1507175
11186042	_instance_hypernym	10467395
13744044	_hypernym	13741022
13424865	_hypernym	13497135
1122194	_derivationally_related_form	1168569
4861486	_derivationally_related_form	1989669
329227	_derivationally_related_form	2067689
14424780	_derivationally_related_form	1488245
9354984	_member_meronym	9441352
418615	_derivationally_related_form	616153
8897065	_member_of_domain_region	8012765
234536	_hypernym	233335
2653159	_hypernym	2651424
2537085	_hypernym	2512938
800421	_member_meronym	10084635
9815790	_derivationally_related_form	2414710
9257949	_hypernym	19128
12786464	_hypernym	12785724
233335	_derivationally_related_form	13903079
2411427	_hypernym	1864707
1078050	_derivationally_related_form	1245813
504676	_derivationally_related_form	15015501
632627	_derivationally_related_form	10510339
6843520	_derivationally_related_form	1589363
3485655	_hypernym	4599396
3343047	_hypernym	3959936
3685307	_hypernym	3259505
65639	_hypernym	2108026
475183	_hypernym	205885
5927813	_derivationally_related_form	1632103
1873942	_hypernym	1871680
939857	_derivationally_related_form	4820258
5928118	_hypernym	5926676
673863	_hypernym	671351
7939638	_derivationally_related_form	657260
11872850	_member_meronym	11872973
276620	_hypernym	199130
8632258	_hypernym	8497294
4813712	_derivationally_related_form	975171
9488711	_hypernym	9483738
4820258	_derivationally_related_form	697923
4171629	_hypernym	4171459
8041840	_instance_hypernym	8392137
13199445	_member_meronym	13199970
1658762	_derivationally_related_form	5638063
14974264	_hypernym	14580897
4008947	_hypernym	4341686
2176747	_hypernym	2176261
2261256	_synset_domain_topic_of	1090446
2333358	_derivationally_related_form	3508101
425278	_hypernym	419644
5849284	_derivationally_related_form	199309
249501	_derivationally_related_form	558371
11994827	_member_meronym	11995092
3867675	_hypernym	3771443
2016523	_also_see	2212646
12298395	_hypernym	12298165
2016523	_derivationally_related_form	10060175
1189224	_derivationally_related_form	7561590
96520	_hypernym	94460
2630189	_derivationally_related_form	5601758
2460502	_also_see	631391
7797641	_derivationally_related_form	1140315
3385117	_hypernym	5075602
1048912	_derivationally_related_form	2144835
631591	_derivationally_related_form	5786655
2995345	_has_part	3125057
6845599	_member_of_domain_usage	3818090
10044879	_derivationally_related_form	200397
2137710	_derivationally_related_form	522537
8845555	_has_part	8846885
2600503	_hypernym	2600298
1496199	_member_meronym	1496331
11867525	_member_meronym	11872850
172073	_hypernym	168237
13314936	_hypernym	13308999
14856263	_hypernym	14580897
5677340	_derivationally_related_form	715239
14062725	_synset_domain_topic_of	3808564
1499948	_hypernym	1494310
38750	_derivationally_related_form	4635104
9002814	_member_of_domain_region	9987239
3113835	_derivationally_related_form	51761
558181	_hypernym	556313
873682	_derivationally_related_form	6747670
7673397	_hypernym	7672135
2769748	_derivationally_related_form	9830629
7211950	_hypernym	7208930
5987835	_hypernym	5986395
2064608	_member_meronym	2064816
2281325	_derivationally_related_form	4636610
9273447	_has_part	9479238
3316105	_derivationally_related_form	1007676
135013	_derivationally_related_form	7978423
1133825	_derivationally_related_form	986938
14210971	_hypernym	14204950
672017	_hypernym	671190
15299367	_hypernym	15184170
11867525	_member_meronym	11869351
2553196	_member_meronym	2621107
11451442	_has_part	11421401
531904	_hypernym	109660
9037394	_has_part	9038272
1444520	_member_meronym	1445998
7274890	_hypernym	6876309
2326355	_hypernym	1315613
11181634	_instance_hypernym	10527334
4127904	_derivationally_related_form	1945516
2340813	_hypernym	1864707
5651680	_derivationally_related_form	634472
6944480	_hypernym	6943771
9848489	_derivationally_related_form	721098
11845387	_hypernym	11573660
2227773	_member_meronym	2228565
8254055	_hypernym	8253640
1567888	_derivationally_related_form	9284015
4893787	_hypernym	4893358
10690849	_hypernym	10716005
947591	_hypernym	947077
2715595	_hypernym	2630189
1831519	_hypernym	1342529
7325190	_derivationally_related_form	1650610
13928668	_hypernym	24720
2492536	_hypernym	1864707
1257173	_also_see	1299268
8836886	_has_part	8837048
2076535	_member_meronym	2078159
7651454	_hypernym	7649854
10663315	_derivationally_related_form	2322596
7423365	_derivationally_related_form	146138
5393023	_derivationally_related_form	2647497
3484083	_derivationally_related_form	1451502
11665781	_member_meronym	12723835
14821984	_hypernym	14580897
9268480	_hypernym	14854262
7167415	_derivationally_related_form	989602
8822855	_has_part	9313241
13315077	_hypernym	13314936
951069	_hypernym	978549
267041	_verb_group	266798
3894379	_derivationally_related_form	2621853
870213	_verb_group	870577
5870916	_hypernym	5835747
10277912	_hypernym	10794014
902652	_also_see	1279978
99951	_derivationally_related_form	10280674
1631830	_derivationally_related_form	894738
5075602	_hypernym	5074774
1667302	_hypernym	1657723
2628961	_hypernym	2627934
5893356	_hypernym	5892096
114871	_hypernym	114431
456596	_derivationally_related_form	5696020
2774152	_has_part	3038281
2380980	_verb_group	2015168
1983958	_hypernym	1759182
2415971	_hypernym	1864707
6845599	_member_of_domain_usage	3690005
6295235	_member_of_domain_usage	6363778
5629682	_derivationally_related_form	2859053
12605019	_member_meronym	12606907
8549733	_hypernym	8549070
11867525	_member_meronym	11894173
797299	_derivationally_related_form	10037080
6845599	_member_of_domain_usage	3756624
670250	_hypernym	671351
15021085	_hypernym	14973133
5922651	_derivationally_related_form	1026975
6012513	_hypernym	6003682
777931	_derivationally_related_form	7191777
1688256	_derivationally_related_form	5766984
4983848	_hypernym	4983402
819508	_hypernym	817311
5434927	_has_part	5436080
2030424	_derivationally_related_form	369138
224166	_derivationally_related_form	4846533
470701	_derivationally_related_form	7334490
1160342	_derivationally_related_form	2499629
894221	_derivationally_related_form	6626446
1323518	_derivationally_related_form	10659393
9667715	_hypernym	9646608
1989097	_hypernym	1759182
10904107	_instance_hypernym	10794014
8716738	_member_meronym	9696280
8524735	_derivationally_related_form	499642
1222360	_derivationally_related_form	4871374
561036	_also_see	508192
7258664	_derivationally_related_form	1705257
10171755	_derivationally_related_form	684507
428583	_hypernym	153263
3710721	_hypernym	4371563
1395049	_derivationally_related_form	3959936
10693824	_derivationally_related_form	1031705
181781	_hypernym	182213
558371	_hypernym	205885
1911839	_hypernym	1909422
1235769	_derivationally_related_form	9884815
896688	_hypernym	896348
11632794	_hypernym	11554175
2449847	_hypernym	802318
5572940	_hypernym	5570839
11616852	_hypernym	11608250
15045490	_hypernym	14779205
7040939	_derivationally_related_form	10623650
56188	_derivationally_related_form	13134947
13134947	_derivationally_related_form	506672
1160031	_also_see	1628302
2227741	_derivationally_related_form	204439
10379376	_derivationally_related_form	4835488
2414710	_hypernym	2413480
11984144	_hypernym	13085113
8933437	_instance_hypernym	8554440
3151077	_derivationally_related_form	2353537
9011922	_instance_hypernym	8665504
8811473	_instance_hypernym	8633957
2394068	_member_meronym	2397251
736894	_hypernym	736375
11683105	_hypernym	11682842
9263087	_instance_hypernym	9411430
662182	_verb_group	661824
4226322	_hypernym	2887209
12027222	_has_part	12027538
6716796	_derivationally_related_form	1800422
1652139	_hypernym	1617192
12423565	_member_meronym	12459048
1786760	_derivationally_related_form	7548978
4631067	_derivationally_related_form	1133876
4952242	_derivationally_related_form	278551
1046059	_hypernym	2172888
15278960	_synset_domain_topic_of	13489037
719705	_derivationally_related_form	2461063
7351612	_derivationally_related_form	138508
9910222	_derivationally_related_form	3009269
2377703	_derivationally_related_form	1923414
1811682	_member_meronym	1813811
5393230	_hypernym	5393023
5768415	_derivationally_related_form	1635432
1904182	_hypernym	9257949
6618822	_hypernym	6613686
14048309	_hypernym	14048441
2071627	_hypernym	2070874
549284	_hypernym	548326
14418822	_hypernym	14418662
14004572	_derivationally_related_form	1888511
7254267	_derivationally_related_form	2367032
1593937	_derivationally_related_form	358089
13965049	_hypernym	13963970
2411705	_has_part	2462602
3818090	_hypernym	2716866
265673	_verb_group	265386
8569998	_hypernym	8673395
7211950	_derivationally_related_form	1046932
9112282	_has_part	9113333
8106934	_member_meronym	8107499
6556692	_derivationally_related_form	791134
13863771	_hypernym	27807
994449	_hypernym	986938
1989669	_derivationally_related_form	4861486
116376	_derivationally_related_form	1974062
2715595	_derivationally_related_form	555325
9014066	_instance_hypernym	8524735
58645	_derivationally_related_form	13479034
1359070	_hypernym	1352059
7075172	_member_of_domain_usage	5786372
4773596	_derivationally_related_form	2994448
6453849	_has_part	6442616
8837048	_has_part	8837552
2801525	_hypernym	4531098
1612053	_derivationally_related_form	4906273
1229976	_derivationally_related_form	4007664
9114020	_instance_hypernym	8524735
6845599	_member_of_domain_usage	3569657
14097574	_hypernym	14085708
4682018	_hypernym	4680285
1237415	_derivationally_related_form	467451
9118313	_instance_hypernym	8695539
1525720	_hypernym	1524359
2043207	_hypernym	1507175
2001821	_member_meronym	2002384
695523	_also_see	2566015
8196230	_has_part	8197386
2112029	_hypernym	2110927
9873604	_hypernym	10498551
15274441	_hypernym	15271008
345817	_hypernym	331950
2105990	_derivationally_related_form	7512465
1789064	_hypernym	1342529
10191388	_hypernym	9774783
343771	_derivationally_related_form	15287830
1113264	_hypernym	1111816
4681230	_hypernym	4682462
8847694	_member_of_domain_region	10052497
3747103	_hypernym	3808564
2386388	_hypernym	2384041
7573241	_hypernym	7573103
1702087	_hypernym	1657723
4554211	_hypernym	4014297
1490336	_derivationally_related_form	3008275
975171	_derivationally_related_form	4813712
5766984	_hypernym	5765159
713996	_verb_group	2658979
8742743	_instance_hypernym	8524735
2073714	_hypernym	2075462
2630189	_verb_group	2203362
35758	_hypernym	40353
1987228	_hypernym	1759182
4883614	_derivationally_related_form	10325957
2145084	_member_meronym	2147747
788184	_derivationally_related_form	7196682
5658226	_derivationally_related_form	2868916
8436562	_hypernym	7974025
5396366	_has_part	5333467
1955463	_hypernym	8103777
8720037	_has_part	8720280
799537	_has_part	749232
9146111	_instance_hypernym	8524735
8903487	_instance_hypernym	8524735
8778597	_instance_hypernym	9316454
3852031	_hypernym	14866889
2534352	_member_meronym	2534559
2268443	_hypernym	2268148
5936381	_derivationally_related_form	1635432
10294602	_hypernym	10546633
6626446	_derivationally_related_form	894221
5151869	_derivationally_related_form	10509389
2142064	_member_meronym	2142993
12243292	_member_meronym	12243459
1425348	_hypernym	1494310
8387930	_member_meronym	8251493
2003725	_derivationally_related_form	233335
13550318	_derivationally_related_form	55142
2323059	_derivationally_related_form	10658304
359492	_derivationally_related_form	1560731
14858099	_hypernym	14857897
2174896	_also_see	749230
7520612	_derivationally_related_form	2506361
533897	_derivationally_related_form	10213429
14753414	_hypernym	2721538
1779165	_hypernym	1761706
1744888	_hypernym	1747945
324560	_hypernym	322847
187526	_derivationally_related_form	320852
5010801	_derivationally_related_form	2675458
7185076	_derivationally_related_form	2297742
4497962	_has_part	4182514
10033082	_derivationally_related_form	46534
13966007	_hypernym	13963970
796976	_verb_group	2502916
7436986	_derivationally_related_form	53159
1486241	_member_meronym	1486706
4649651	_hypernym	4649261
14850483	_hypernym	14727670
6706317	_hypernym	6696483
1077881	_hypernym	1077350
6113009	_hypernym	6100236
2687916	_verb_group	1129201
10685853	_derivationally_related_form	836236
12227658	_hypernym	12227420
14524198	_hypernym	14523090
1494310	_also_see	2642814
11804082	_member_meronym	11854760
603298	_hypernym	829107
5715864	_hypernym	5715283
8172103	_member_meronym	9037394
2728570	_synset_domain_topic_of	1090446
751944	_hypernym	751145
2648639	_derivationally_related_form	1053920
9662038	_hypernym	9645091
12147031	_hypernym	8108784
8925093	_instance_hypernym	8524735
1004775	_synset_domain_topic_of	6271778
4894964	_hypernym	4894552
10437262	_derivationally_related_form	7277158
5588551	_hypernym	5284333
10114550	_derivationally_related_form	1426397
2875013	_derivationally_related_form	1586850
947128	_hypernym	407535
14822563	_hypernym	14586769
10309347	_hypernym	10630188
464321	_derivationally_related_form	5077146
1359432	_hypernym	1463963
9380817	_instance_hypernym	9411430
6915313	_hypernym	6918396
13548931	_hypernym	13459322
4200637	_hypernym	3631445
2584981	_derivationally_related_form	4806804
3321103	_has_part	3426574
5602835	_hypernym	5601758
71178	_derivationally_related_form	14324274
885082	_hypernym	885217
233335	_derivationally_related_form	3669886
10868177	_instance_hypernym	10375794
2118933	_derivationally_related_form	9626589
306426	_derivationally_related_form	1846916
8723006	_member_of_domain_region	1303582
13138658	_derivationally_related_form	13138308
2633287	_member_meronym	2633422
10037080	_hypernym	10034201
1578575	_hypernym	1525720
1654271	_derivationally_related_form	10201535
9637684	_hypernym	9636339
14549	_derivationally_related_form	14004317
10168584	_hypernym	9627906
1535709	_also_see	666058
2054703	_hypernym	1992503
731222	_derivationally_related_form	750532
